Date,BHP.AX,CBA.AX,CSL.AX,NAB.AX,NST.AX,PME.AX,STO.AX,TNE.AX,WDS.AX,XRO.AX
23/06/2021,30.20290565,83.80904388,276.3382874,21.56711388,9.184892654,52.39015579,5.981597424,8.714889526,16.30725288,137.8899994
24/06/2021,30.48470306,83.34437561,269.1633301,21.3381176,8.846360207,56.00429153,5.90785265,8.724488258,16.11456108,137.9400024
25/06/2021,30.67683411,83.85972595,267.773407,21.41172218,9.006715775,56.01414108,5.89965868,8.714889526,16.08601761,136.7599945
28/06/2021,30.99704742,84.37508392,270.8631897,21.36264801,8.95326519,56.13230896,5.940628052,8.724488258,16.07888031,136.9700012
29/06/2021,30.77929878,84.89045715,272.2248535,21.35447121,8.846360207,57.02846527,5.90785265,8.887652397,15.90046406,138.0899963
30/06/2021,31.10592651,84.37508392,267.8297729,21.44443703,8.7127285,57.82613373,5.809524536,8.935642242,15.85050678,137.1000061
1/07/2021,30.88176727,83.38660431,266.2426453,21.29722404,9.033443451,56.01414108,5.776749134,8.782075882,15.90046406,136.0399933
2/07/2021,31.09311295,84.054039,266.890625,21.45261574,8.917629242,55.8073349,5.842300415,8.762878418,16.37861824,137.5899963
5/07/2021,31.02906799,83.79213715,264.8339844,21.38718414,8.908720016,55.34449768,5.957015991,8.734085083,16.84250069,136.5800018
6/07/2021,31.28524399,83.31903076,260.3636475,21.3462944,8.917629242,54.37940979,5.981597424,8.638106346,17.1779232,132.1799927
7/07/2021,31.2532196,84.23991394,264.0450439,21.51804733,9.033443451,56.58530807,5.883270741,8.782075882,16.85677528,137.3000031
8/07/2021,31.80399513,84.054039,262.1480713,21.43626022,8.997808456,56.40804672,5.842300415,8.906848907,16.828228,136.8000031
9/07/2021,31.68871498,83.29367828,258.7014771,21.32993507,8.997808456,55.37402725,5.834106922,8.734085083,16.72831535,134.2799988
12/07/2021,32.69419861,83.78370667,262.072876,21.44443703,9.131440163,56.60499954,5.801331043,8.762878418,16.73545074,137.1199951
13/07/2021,32.47004318,83.12471008,262.5049438,21.46079636,9.113619804,58.29882431,5.776749134,8.830065727,16.49280548,136.3300018
14/07/2021,32.63656235,83.45420837,262.7867126,21.47715187,9.469969749,57.09738922,5.776749134,8.916444778,16.55703545,137.6499939
15/07/2021,33.00160599,83.05712128,258.4009094,21.28086472,9.665963173,57.36328888,5.784942627,8.830065727,16.39289284,134.4600067
16/07/2021,33.21935654,82.95574188,260.8144836,21.23179245,9.559056282,58.10186768,5.752167225,8.945239067,16.24302292,137.1999969
19/07/2021,32.34195328,82.5248642,265.5288696,20.97825432,9.167074203,58.00339127,5.596481323,8.916444778,15.93614769,138.6399994
20/07/2021,31.53501701,82.46572876,269.0411987,20.83103943,9.086895943,58.56471252,5.317886353,8.887652397,15.62927246,141
21/07/2021,31.95129395,83.15005493,272.4690857,21.05186272,9.095804214,57.28450012,5.383439064,8.810868263,15.61499691,140.1100006
22/07/2021,32.9503746,84.38354492,271.6332397,21.29722404,9.585783005,56.95952225,5.522735596,9.060414314,16.11456108,139.5599976
23/07/2021,32.83509445,83.74145508,275.6151733,21.29722404,8.988899231,57.45191574,5.39982605,9.156393051,15.94328499,142.9199982
26/07/2021,33.24497604,83.75834656,274.8920288,21.21543503,8.864177704,57.46176147,5.29330492,9.127599716,15.73631954,143.7299957
